identifier,IA_ID,IA_LABEL,text,punctuation,sentence_ix,word_in_sentence,sentence_word_count,relative_word_position,word_freq,stop_word,gpt2_surprisal_page,opt-125m_surprisal_page,opt-125m_surprisal_wholetext,log_word_freq
Bias0,21,horse,Bias,False,0,18,25,0.72,5.75e-05,False,10.218253135681152,9.507762908935549,9.507762908935549,-9.76372561016097
Bias0,22,Hans,Bias,False,0,19,25,0.76,6.61e-06,False,13.658852815628052,16.707099437713623,16.707099437713623,-11.926926904100679
Bias0,23,",",Bias,True,0,19,25,0.76,0.0,False,,,,
Bias0,24,who,Bias,False,0,20,25,0.8,0.00219,True,2.268411159515381,1.6132148504257202,1.6132146120071411,-6.123853735153728
Bias0,25,communicated,Bias,False,0,21,25,0.84,3.39e-06,False,9.97193431854248,9.945460319519045,9.945459365844728,-12.594680636571915
Bias0,26,by,Bias,False,0,22,25,0.88,0.00457,True,2.917804002761841,3.569221019744873,3.569220542907715,-5.3882420740760235
Bias0,27,tapping,Bias,False,0,23,25,0.92,5.75e-06,False,4.848564624786377,5.32722806930542,5.327227592468262,-12.066310703155015
Bias0,28,his,Bias,False,0,24,25,0.96,0.00324,True,0.8678817749023438,1.7717103958129885,1.7717106342315674,-5.732181949177899
Bias0,29,hooves,Bias,False,0,25,25,1.0,8.32e-07,False,6.678029537200928,8.436244249343872,8.436245203018188,-13.999433396125202
Bias0,30,.,Bias,True,0,25,25,1.0,0.0,False,,,,
Bias0,31,Two,Bias,False,1,0,13,0.0,0.00126,False,6.179648399353027,6.516228675842285,6.516227722167969,-6.676643558018751
Bias0,32,taps,Bias,False,1,1,13,0.0769230769230769,3.63e-06,False,11.93178939819336,11.089655876159668,11.089656829833984,-12.526277909687515
Bias0,33,was,Bias,False,1,2,13,0.1538461538461538,0.00661,True,4.076633453369141,5.463398456573486,5.463399887084961,-5.019171625118542
Bias0,34,either,Bias,False,1,3,13,0.2307692307692307,0.000214,False,9.664664268493652,9.08691120147705,9.08691120147705,-8.449534542942423
Bias0,35,the,Bias,False,1,4,13,0.3076923076923077,0.0537,True,3.7003769874572754,2.5822458267211914,2.582242012023926,-2.9243422774673182
Bias0,36,number,Bias,False,1,5,13,0.3846153846153846,0.000417,False,6.099308013916016,6.0194091796875,6.019411087036133,-7.782424336165473
Bias0,37,two,Bias,False,1,6,13,0.4615384615384615,0.00126,False,4.3679304122924805,6.170722961425781,6.170722961425781,-6.676643558018751
Bias0,38,or,Bias,False,1,7,13,0.5384615384615384,0.00347,True,0.5216668248176575,0.3756083548069,0.3756087720394134,-5.663600685023369
Bias0,39,the,Bias,False,1,8,13,0.6153846153846154,0.0537,True,1.057132601737976,0.3536113798618316,0.3536120653152466,-2.9243422774673182
Bias0,40,letter,Bias,False,1,9,13,0.6923076923076923,8.91e-05,False,6.396512985229492,4.601879596710205,4.601879119873047,-9.32575122348751
Bias0,41,B,Bias,False,1,10,13,0.7692307692307693,0.000224,False,4.43468189239502,3.672431468963623,3.6724307537078857,-8.403864506109235
Bias0,42,and,Bias,False,1,11,13,0.8461538461538461,0.0257,True,3.978945016860962,3.4800896644592285,3.480086326599121,-3.661264287080963
Bias0,43,so,Bias,False,1,12,13,0.9230769230769232,0.00331,True,5.552004814147949,4.976393699645996,4.976395606994629,-5.710807089593166
Bias0,44,on,Bias,False,1,13,13,1.0,0.00813,True,1.5061137676239014,1.417931705713272,1.4179307222366333,-4.812194355422418
Bias0,45,.,Bias,True,1,13,13,1.0,0.0,False,,,,
Bias0,46,Apparently,Bias,False,2,0,7,0.0,6.31e-05,False,7.300833225250244,6.166378021240234,6.166378021240234,-9.670789788417107
Bias0,47,his,Bias,False,2,1,7,0.1428571428571428,0.00324,True,3.984755992889404,3.37943172454834,3.37943172454834,-5.732181949177899
Bias0,48,horse,Bias,False,2,2,7,0.2857142857142857,5.75e-05,False,2.4162437915802,1.7588961124420166,1.758894681930542,-9.76372561016097
Bias0,49,could,Bias,False,2,3,7,0.4285714285714285,0.00115,False,3.7203903198242183,4.37340259552002,4.373403549194336,-6.767993336606978
Bias0,50,even,Bias,False,2,4,7,0.5714285714285714,0.000977,False,4.609526634216309,5.12143087387085,5.121430397033691,-6.931023905921491
Bias0,51,calculate,Bias,False,2,5,7,0.7142857142857143,7.41e-06,False,6.861455917358398,6.701263427734375,6.701264381408691,-11.812680118656278
Bias0,52,square,Bias,False,2,6,7,0.8571428571428571,6.92e-05,False,8.305545806884766,9.54342555999756,9.54342555999756,-9.57850969534065
Bias0,53,roots,Bias,False,2,7,7,1.0,2.19e-05,False,5.699020624160767,7.578015327453613,7.578014373779297,-10.729023921141819
Bias0,54,!,Bias,True,2,7,7,1.0,0.0,False,,,,
Bias0,55,Two,Bias,False,3,0,25,0.0,0.00126,False,6.833751678466797,7.418800830841064,7.418801307678223,-6.676643558018751
Bias0,56,psychologists,Bias,False,3,1,25,0.04,3.63e-06,False,11.64838981628418,13.502679824829102,13.50268268585205,-12.526277909687515
Bias0,57,were,Bias,False,3,2,25,0.08,0.00219,True,3.4213292598724365,2.929168224334717,2.929168939590454,-6.123853735153728
Bias0,58,dubious,Bias,False,3,3,25,0.12,3.09e-06,False,9.297459602355955,9.586369514465332,9.586370468139648,-12.68733946705462
Bias0,59,and,Bias,False,3,4,25,0.16,0.0257,True,3.4833250045776367,2.794680118560791,2.7946784496307373,-3.661264287080963
Bias0,60,did,Bias,False,3,5,25,0.2,0.000912,True,5.520133018493652,4.878349304199219,4.878349304199219,-6.999870567889943
Bias0,61,several,Bias,False,3,6,25,0.24,0.000245,False,7.327836990356445,8.871318817138672,8.871319770812988,-8.314252347419547
Bias0,62,different,Bias,False,3,7,25,0.28,0.000389,False,5.996866703033447,5.740410804748535,5.740411758422852,-7.851931214345828
Bias0,63,experiments,Bias,False,3,8,25,0.32,1.58e-05,False,0.5047587156295776,1.2089128494262695,1.2089134454727173,-11.055500617931353
Bias0,64,to,Bias,False,3,9,25,0.36,0.0269,True,1.8098785877227783,1.849887132644653,1.8498841524124143,-3.6156289923743437
Bias0,65,discern,Bias,False,3,10,25,0.4,1.7e-06,False,8.05388355255127,8.001199722290039,8.001200675964355,-13.284882306902103
Bias0,66,whether,Bias,False,3,11,25,0.44,0.000209,False,1.674652934074402,2.7107365131378174,2.710736036300659,-8.473176305999463
Bias0,67,he,Bias,False,3,12,25,0.48,0.0049,True,2.844590663909912,2.921721935272217,2.9217214584350586,-5.318520073865556
Bias0,68,really,Bias,False,3,13,25,0.52,0.000933,False,4.072039604187012,4.95254373550415,4.952540874481201,-6.977105357116931
Bias0,69,could,Bias,False,3,14,25,0.56,0.00115,False,2.676121234893799,2.6951823234558105,2.6951804161071777,-6.767993336606978
Bias0,70,do,Bias,False,3,15,25,0.6,0.00224,True,2.8260066509246826,2.356969118118286,2.356969356536865,-6.101279413115189
Bias0,71,the,Bias,False,3,16,25,0.64,0.0537,True,3.0760509967803955,2.774355888366699,2.7743582725524902,-2.9243422774673182
Bias0,72,tricks,Bias,False,3,17,25,0.68,1.41e-05,False,4.357601165771484,4.4373064041137695,4.437306880950928,-11.169335760580152
Bias0,73,he,Bias,False,3,18,25,0.72,0.0049,True,4.462425231933594,3.81584358215332,3.815845727920532,-5.318520073865556
Bias0,74,was,Bias,False,3,19,25,0.76,0.00661,True,1.989981293678284,1.6264396905899048,1.6264387369155884,-5.019171625118542
Bias0,75,reported,Bias,False,3,20,25,0.8,0.0001,False,6.729803085327148,6.86888313293457,6.868882656097412,-9.210340371976182
Bias0,76,to,Bias,False,3,21,25,0.84,0.0269,True,0.0949554368853569,0.1132857948541641,0.1132858991622924,-3.6156289923743437
Bias0,77,be,Bias,False,3,22,25,0.88,0.00617,True,3.096327304840088,1.412500023841858,1.4125022888183594,-5.088056441064841
Bias0,78,able,Bias,False,3,23,25,0.92,0.000269,False,2.93684983253479,2.2209103107452397,2.2209126949310303,-8.220799178362435
Bias0,79,to,Bias,False,3,24,25,0.96,0.0269,True,0.0096372598782181,0.0062168310396373,0.0062168310396373,-3.6156289923743437
Bias0,80,do,Bias,False,3,25,25,1.0,0.00224,True,0.6998875737190247,1.1015040278434751,1.1015053987503052,-6.101279413115189
Bias0,81,.,Bias,True,3,25,25,1.0,0.0,False,,,,
Bias0,82,They,Bias,False,4,0,10,0.0,0.00316,True,3.4780375957489014,3.4683449268341064,3.468344688415528,-5.757183251383316
Bias0,83,noted,Bias,False,4,1,10,0.1,4.9e-05,False,5.792521953582764,6.350584030151367,6.350584983825684,-9.923690259853647
Bias0,84,that,Bias,False,4,2,10,0.2,0.0102,True,0.2942449748516083,0.28995081782341,0.2899503707885742,-4.585367558691911
Bias0,85,Hans,Bias,False,4,3,10,0.3,6.61e-06,False,2.9327707290649414,2.824870586395264,2.8248748779296875,-11.926926904100679
Bias0,86,was,Bias,False,4,4,10,0.4,0.00661,True,1.507036209106445,1.6368122100830078,1.636812448501587,-5.019171625118542
Bias0,87,usually,Bias,False,4,5,10,0.5,0.000141,False,5.311972618103027,6.292389392852783,6.292389869689941,-8.866750667586105
Bias0,88,correct,Bias,False,4,6,10,0.6,6.17e-05,False,6.624949455261231,7.067632675170898,7.067631721496582,-9.693226627052931
Bias0,89,except,Bias,False,4,7,10,0.7,0.000105,False,6.298567771911621,7.773836612701416,7.773836135864258,-9.161550207806751
Bias0,90,in,Bias,False,4,8,10,0.8,0.0186,True,2.0310301780700684,2.011082649230957,2.0110809803009038,-3.9845936982629815
Bias0,91,two,Bias,False,4,9,10,0.9,0.00126,False,5.651857852935791,4.718419551849365,4.718417644500732,-6.676643558018751
Bias0,92,situations,Bias,False,4,10,10,1.0,2.95e-05,False,3.4751073122024536,4.606319427490234,4.60631787776947,-10.4311202946185
Bias0,93,.,Bias,True,4,10,10,1.0,0.0,False,,,,
Bias0,94,He,Bias,False,5,0,29,0.0,0.0049,True,2.91187596321106,3.16263198852539,3.162633419036865,-5.318520073865556
Bias0,95,could,Bias,False,5,1,29,0.0344827586206896,0.00115,False,2.057145595550537,3.083728075027466,3.0837268829345703,-6.767993336606978
Bias0,96,not,Bias,False,5,2,29,0.0689655172413793,0.0049,True,3.006755828857422,1.9071030616760252,1.9071033000946045,-5.318520073865556
Bias0,97,answer,Bias,False,5,3,29,0.1034482758620689,0.000148,False,3.741983413696289,5.371214389801025,5.371214866638184,-8.818298284200159
Bias0,98,questions,Bias,False,5,4,29,0.1379310344827586,0.000141,False,1.8757766485214236,2.585794448852539,2.585794448852539,-8.866750667586105
Bias0,99,when,Bias,False,5,5,29,0.1724137931034483,0.00234,True,4.946606636047363,5.258996963500977,5.258999824523926,-6.057604349612527
Bias0,100,he,Bias,False,5,6,29,0.2068965517241379,0.0049,True,1.167878270149231,1.071452260017395,1.0714508295059204,-5.318520073865556
Bias0,101,was,Bias,False,5,7,29,0.2413793103448276,0.00661,True,0.8218622803688049,0.7183279991149902,0.7183288335800171,-5.019171625118542
Bias0,102,unable,Bias,False,5,8,29,0.2758620689655172,4.07e-05,False,5.209770202636719,5.468642711639404,5.468641757965088,-10.109282465515724
Bias0,103,to,Bias,False,5,9,29,0.3103448275862069,0.0269,True,0.0655441209673881,0.070045493543148,0.070045381784439,-3.6156289923743437
Bias0,104,see,Bias,False,5,10,29,0.3448275862068966,0.00126,False,3.833076477050781,4.198513507843018,4.198517799377441,-6.676643558018751
Bias0,105,the,Bias,False,5,11,29,0.3793103448275862,0.0537,True,1.8226763010025024,1.2667286396026611,1.2667269706726074,-2.9243422774673182
Bias0,106,person,Bias,False,5,12,29,0.4137931034482758,0.000355,False,4.054791450500488,6.304394245147705,6.304393768310547,-7.943392768488859
Bias0,107,who,Bias,False,5,13,29,0.4482758620689655,0.00219,True,2.29546856880188,2.6782331466674805,2.678231000900269,-6.123853735153728
Bias0,108,posed,Bias,False,5,14,29,0.4827586206896552,6.46e-06,False,5.572000503540039,7.239956855773926,7.239954471588135,-11.949881240169764
Bias0,109,the,Bias,False,5,15,29,0.5172413793103449,0.0537,True,0.1889249086380005,0.8081556558609009,0.8081571459770203,-2.9243422774673182
Bias0,110,questions,Bias,False,5,16,29,0.5517241379310345,0.000141,False,2.119635581970215,2.4304795265197754,2.430478811264038,-8.866750667586105
Bias0,111,or,Bias,False,5,17,29,0.5862068965517241,0.00347,True,3.671849250793457,4.618087291717529,4.618084907531738,-5.663600685023369
Bias0,112,when,Bias,False,5,18,29,0.6206896551724138,0.00234,True,1.3658573627471924,1.2803150415420532,1.280318260192871,-6.057604349612527
Bias0,113,the,Bias,False,5,19,29,0.6551724137931034,0.0537,True,2.527745723724365,2.4214236736297607,2.4214236736297607,-2.9243422774673182
Bias0,114,person,Bias,False,5,20,29,0.6896551724137931,0.000355,False,0.784895122051239,0.5412456393241882,0.5412465929985046,-7.943392768488859
Bias0,115,asking,Bias,False,5,21,29,0.7241379310344828,9.12e-05,False,5.804521560668945,6.097970485687256,6.097970962524414,-9.302455660883988
Bias0,116,the,Bias,False,5,22,29,0.7586206896551724,0.0537,True,0.7178076505661011,0.8498860597610474,0.8498882055282593,-2.9243422774673182
Bias0,117,questions,Bias,False,5,23,29,0.7931034482758621,0.000141,False,1.4404752254486084,0.8407047986984253,0.8407045602798462,-8.866750667586105
Bias0,118,did,Bias,False,5,24,29,0.8275862068965517,0.000912,True,2.9831573963165283,3.298168659210205,3.2981672286987305,-6.999870567889943
Bias0,119,not,Bias,False,5,25,29,0.8620689655172413,0.0049,True,0.0695309787988662,0.0762688741087913,0.0762689858675003,-5.318520073865556
Bias0,120,know,Bias,False,5,26,29,0.896551724137931,0.00126,False,1.3063000440597534,1.526120901107788,1.5261216163635254,-6.676643558018751
Bias0,121,the,Bias,False,5,27,29,0.9310344827586208,0.0537,True,1.164419412612915,1.3137112855911257,1.313709378242493,-2.9243422774673182
Bias0,122,correct,Bias,False,5,28,29,0.9655172413793104,6.17e-05,False,3.778354167938232,4.867585182189941,4.867583751678467,-9.693226627052931
Bias0,123,answer,Bias,False,5,29,29,1.0,0.000148,False,0.3948436677455902,0.5187652111053467,0.5187651365995407,-8.818298284200159
Bias0,124,.,Bias,True,5,29,29,1.0,0.0,False,,,,
Bias1,1,The,Bias,False,6,0,28,0.0,0.0537,True,3.2761731147766118,3.5087358951568604,2.681432247161865,-2.9243422774673182
Bias1,2,psychologists,Bias,False,6,1,28,0.0357142857142857,3.63e-06,False,12.004352569580078,13.663873672485352,4.002492904663086,-12.526277909687515
Bias1,3,hypothesized,Bias,False,6,2,28,0.0714285714285714,1.05e-06,False,9.701984405517578,12.347623825073242,7.222455024719238,-13.766720393794841
Bias1,4,that,Bias,False,6,3,28,0.1071428571428571,0.0102,True,0.0868771001696586,0.2884605228900909,0.0391126945614814,-4.585367558691911
Bias1,5,when,Bias,False,6,4,28,0.1428571428571428,0.00234,True,4.591930389404297,4.959046363830566,3.848203182220459,-6.057604349612527
Bias1,6,the,Bias,False,6,5,28,0.1785714285714285,0.0537,True,2.480498075485229,2.06330943107605,1.6427807807922363,-2.9243422774673182
Bias1,7,person,Bias,False,6,6,28,0.2142857142857142,0.000355,False,4.436286449432373,4.09855842590332,0.6760962009429932,-7.943392768488859
Bias1,8,asking,Bias,False,6,7,28,0.25,9.12e-05,False,9.34154224395752,9.056654930114746,2.125074863433838,-9.302455660883988
Bias1,9,the,Bias,False,6,8,28,0.2857142857142857,0.0537,True,1.4200392961502075,1.7250827550888062,0.207555815577507,-2.9243422774673182
Bias1,10,question,Bias,False,6,9,28,0.3214285714285714,0.000224,False,0.2471408993005752,0.4303154349327087,1.479604721069336,-8.403864506109235
Bias1,11,knew,Bias,False,6,10,28,0.3571428571428571,0.000158,False,5.3047194480896,5.220340251922607,4.033833980560303,-8.752915524937308
Bias1,12,the,Bias,False,6,11,28,0.3928571428571428,0.0537,True,2.0171804428100586,1.531204104423523,0.4338888525962829,-2.9243422774673182
Bias1,13,answer,Bias,False,6,12,28,0.4285714285714285,0.000148,False,1.1402573585510254,0.4435348212718963,0.7928616404533386,-8.818298284200159
Bias1,14,he,Bias,False,6,13,28,0.4642857142857143,0.0049,True,4.686206817626953,4.476400375366211,3.13779878616333,-5.318520073865556
Bias1,15,or,Bias,False,6,14,28,0.5,0.00347,True,1.8093221187591555,2.8561816215515137,4.982544898986816,-5.663600685023369
Bias1,16,she,Bias,False,6,15,28,0.5357142857142857,0.00182,True,0.0013167529832571,0.0087731154635548,0.1003651022911071,-6.3089187778934335
Bias1,17,would,Bias,False,6,16,28,0.5714285714285714,0.00186,False,0.9976839423179626,1.665049433708191,1.225106954574585,-6.287178791257027
Bias1,18,make,Bias,False,6,17,28,0.6071428571428571,0.0012,False,4.293374061584473,5.018948078155518,4.524895668029785,-6.725433722188183
Bias1,19,some,Bias,False,6,18,28,0.6428571428571429,0.00158,True,4.675066947937012,4.936911106109619,4.317045211791992,-6.450330431943262
Bias1,20,small,Bias,False,6,19,28,0.6785714285714286,0.000324,False,4.771878719329834,5.379727363586426,5.108686923980713,-8.034767042171945
Bias1,21,movement,Bias,False,6,20,28,0.7142857142857143,9.33e-05,False,5.013101100921631,5.847555160522461,5.356975555419922,-9.279690450110976
Bias1,22,that,Bias,False,6,21,28,0.75,0.0102,True,2.791154384613037,2.953294277191162,3.053846597671509,-4.585367558691911
Bias1,23,Hans,Bias,False,6,22,28,0.7857142857142857,6.61e-06,False,16.25953483581543,15.581008911132812,11.523536682128906,-11.926926904100679
Bias1,24,could,Bias,False,6,23,28,0.8214285714285714,0.00115,False,4.1461358070373535,4.143229961395264,0.7376732230186462,-6.767993336606978
Bias1,25,use,Bias,False,6,24,28,0.8571428571428571,0.000646,False,3.7260026931762695,2.9279603958129883,2.8097128868103027,-7.344711054181673
Bias1,26,when,Bias,False,6,25,28,0.8928571428571429,0.00234,True,6.277899742126465,5.868086814880371,5.514259338378906,-6.057604349612527
Bias1,27,answering,Bias,False,6,26,28,0.9285714285714286,1.17e-05,False,3.244344711303711,4.058518409729004,3.715529441833496,-11.355921716160564
Bias1,28,the,Bias,False,6,27,28,0.9642857142857144,0.0537,True,0.7654048800468445,0.6581820845603943,0.6467921733856201,-2.9243422774673182
Bias1,29,question,Bias,False,6,28,28,1.0,0.000224,False,0.4590173587203026,0.6500887796282768,0.7230656445026398,-8.403864506109235
Bias1,30,.,Bias,True,6,28,28,1.0,0.0,False,,,,
Bias1,31,When,Bias,False,7,0,38,0.0,0.00234,True,3.373209953308105,4.272282123565674,3.2574825286865234,-6.057604349612527
Bias1,32,the,Bias,False,7,1,38,0.0263157894736842,0.0537,True,0.7913193106651306,1.6769229173660278,1.189938187599182,-2.9243422774673182
Bias1,33,person,Bias,False,7,2,38,0.0526315789473684,0.000355,False,0.2866054177284241,0.8105224967002869,0.2073419094085693,-7.943392768488859
Bias1,34,asking,Bias,False,7,3,38,0.0789473684210526,9.12e-05,False,2.5779247283935547,0.6564614176750183,0.5944656729698181,-9.302455660883988
Bias1,35,the,Bias,False,7,4,38,0.1052631578947368,0.0537,True,0.2214115113019943,0.0333340466022491,0.0153492391109466,-2.9243422774673182
Bias1,36,questions,Bias,False,7,5,38,0.131578947368421,0.000141,False,6.36708927154541,5.8368096351623535,4.674871921539307,-8.866750667586105
Bias1,37,was,Bias,False,7,6,38,0.1578947368421052,0.00661,True,2.632660388946533,2.690631866455078,2.159444093704224,-5.019171625118542
Bias1,38,behind,Bias,False,7,7,38,0.1842105263157894,0.000195,False,9.15166473388672,9.325240135192873,10.378291130065918,-8.542510999400527
Bias1,39,a,Bias,False,7,8,38,0.2105263157894736,0.0229,True,1.9417288303375244,2.1988284587860107,1.799785614013672,-3.776618368421943
Bias1,40,wall,Bias,False,7,9,38,0.2368421052631578,0.00011,False,2.529724359512329,1.408830642700195,1.679090976715088,-9.115030192171858
Bias1,41,so,Bias,False,7,10,38,0.2631578947368421,0.00331,True,6.751831531524658,7.157044887542725,7.47925853729248,-5.710807089593166
Bias1,42,that,Bias,False,7,11,38,0.2894736842105263,0.0102,True,1.065028429031372,2.013465166091919,2.0179758071899414,-4.585367558691911
Bias1,43,Hans,Bias,False,7,12,38,0.3157894736842105,6.61e-06,False,1.5222569704055786,0.3772372901439667,0.368652880191803,-11.926926904100679
Bias1,44,could,Bias,False,7,13,38,0.3421052631578947,0.00115,False,0.2965867817401886,0.293523222208023,0.1416691094636917,-6.767993336606978
Bias1,45,not,Bias,False,7,14,38,0.3684210526315789,0.0049,True,2.233522891998291,2.1211774349212646,1.2319869995117188,-5.318520073865556
Bias1,46,see,Bias,False,7,15,38,0.3947368421052631,0.00126,False,0.940336525440216,1.930651426315308,0.8833218812942505,-6.676643558018751
Bias1,47,these,Bias,False,7,16,38,0.4210526315789473,0.0011,True,7.973460674285889,7.777463912963867,8.109691619873047,-6.812445099177812
Bias1,48,small,Bias,False,7,17,38,0.4473684210526316,0.000324,False,2.4373092651367188,3.2742128372192383,3.598130464553833,-8.034767042171945
Bias1,49,gestures,Bias,False,7,18,38,0.4736842105263157,3.89e-06,False,4.512223869562149,5.552413821220398,4.805980443954468,-12.457101400333919
Bias1,50,",",Bias,True,7,18,38,0.4736842105263157,0.0,False,,,,
Bias1,51,the,Bias,False,7,19,38,0.5,0.0537,True,1.1869680881500244,2.5353832244873047,1.822946071624756,-2.9243422774673182
Bias1,52,horse,Bias,False,7,20,38,0.5263157894736842,5.75e-05,False,10.284185409545898,10.49517822265625,4.792013645172119,-9.76372561016097
Bias1,53,could,Bias,False,7,21,38,0.5526315789473685,0.00115,False,2.403508186340332,2.873415231704712,1.8367327451705933,-6.767993336606978
Bias1,54,not,Bias,False,7,22,38,0.5789473684210527,0.0049,True,2.5517289638519287,1.3762179613113403,1.4383721351623535,-5.318520073865556
Bias1,55,pick,Bias,False,7,23,38,0.6052631578947368,0.00012,False,5.87779426574707,7.44382381439209,7.920270919799805,-9.028018815182229
Bias1,56,up,Bias,False,7,24,38,0.631578947368421,0.00245,True,0.3131433725357055,0.6005051732063293,0.4948853552341461,-6.011667254425501
Bias1,57,on,Bias,False,7,25,38,0.6578947368421053,0.00813,True,1.9318928718566892,1.4886537790298462,1.4252060651779177,-4.812194355422418
Bias1,58,what,Bias,False,7,26,38,0.6842105263157895,0.0024,True,4.151934146881104,3.044034957885742,3.348328828811645,-6.032286541628237
Bias1,59,the,Bias,False,7,27,38,0.7105263157894737,0.0537,True,1.8275537490844729,1.754469394683838,1.8510563373565676,-2.9243422774673182
Bias1,60,correct,Bias,False,7,28,38,0.7368421052631579,6.17e-05,False,6.104701042175293,9.165375709533691,8.704480171203613,-9.693226627052931
Bias1,61,answer,Bias,False,7,29,38,0.7631578947368421,0.000148,False,0.7154293060302734,0.2059393674135208,0.0799013376235961,-8.818298284200159
Bias1,62,might,Bias,False,7,30,38,0.7894736842105263,0.000457,False,3.475626230239868,3.1899309158325195,3.3015661239624023,-7.690827167070069
Bias1,63,be,Bias,False,7,31,38,0.8157894736842105,0.00617,True,0.09108267724514,0.0603443160653114,0.0864624753594398,-5.088056441064841
Bias1,64,and,Bias,False,7,32,38,0.8421052631578947,0.0257,True,3.211391925811768,2.517230749130249,2.1501541137695312,-3.661264287080963
Bias1,65,therefore,Bias,False,7,33,38,0.868421052631579,7.41e-05,False,4.227358818054199,3.6082918643951416,2.8413710594177246,-9.510095025662233
Bias1,66,could,Bias,False,7,34,38,0.8947368421052632,0.00115,False,1.8139158487319944,3.0474555492401123,2.5686559677124023,-6.767993336606978
Bias1,67,not,Bias,False,7,35,38,0.9210526315789472,0.0049,True,0.2794416546821594,0.2462974786758422,0.1621171236038208,-5.318520073865556
Bias1,68,answer,Bias,False,7,36,38,0.9473684210526316,0.000148,False,4.309451103210449,2.267077684402466,1.4207777976989746,-8.818298284200159
Bias1,69,questions,Bias,False,7,37,38,0.9736842105263158,0.000141,False,6.223750114440918,6.039489269256592,3.5691823959350586,-8.866750667586105
Bias1,70,correctly,Bias,False,7,38,38,1.0,1.62e-05,False,2.6795689463615417,2.1526952981948853,2.465171977877617,-11.030499315725935
Bias1,71,.,Bias,True,7,38,38,1.0,0.0,False,,,,
Bias1,72,The,Bias,False,8,0,11,0.0,0.0537,True,2.0827577114105225,2.2535605430603027,1.6777812242507937,-2.9243422774673182
Bias1,73,psychologists,Bias,False,8,1,11,0.0909090909090909,3.63e-06,False,4.0811638832092285,3.5523436069488525,2.6800696849823,-12.526277909687515
Bias1,74,',Bias,True,8,1,11,0.0909090909090909,0.0,False,9.674723625183104,10.751593589782717,11.971894264221191,
Bias1,75,prediction,Bias,False,8,2,11,0.1818181818181818,9.12e-06,False,15.370210647583008,11.065888404846191,12.568732261657717,-11.605040753878034
Bias1,76,was,Bias,False,8,3,11,0.2727272727272727,0.00661,True,2.1850695610046387,2.402495145797729,2.305239200592041,-5.019171625118542
Bias1,77,indeed,Bias,False,8,4,11,0.3636363636363636,6.17e-05,False,6.181403636932373,7.496265888214111,7.462147712707519,-9.693226627052931
Bias1,78,correct,Bias,False,8,5,11,0.4545454545454545,6.17e-05,False,1.2148481607437134,1.2242348194122314,1.1582801342010498,-9.693226627052931
